x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.20210501551628113,0.909799337387085,0.23560871183872223,0.9045182466506958,0.2697065770626068,0.8991775512695312,0.290681391954422,0.9067858457565308,0.3000392019748688,0.9182962775230408,0.26560959219932556,0.794730007648468,0.2777043879032135,0.8440208435058594,0.2824661135673523,0.8686997294425964,0.2866031229496002,0.8648905754089355,0.2336895912885666,0.7965947985649109,0.2524608075618744,0.888339638710022,0.25100192427635193,0.9260990023612976,0.24489206075668335,0.9371910095214844,0.20211097598075867,0.8251549601554871,0.22161054611206055,0.9250267744064331,0.22061124444007874,0.9578272104263306,0.21533092856407166,0.9656614661216736,0.17475245893001556,0.8645278215408325,0.18787096440792084,0.9427458047866821,0.1910938173532486,0.9628865718841553,0.1901172548532486,0.9577036499977112,Pen
0.20848268270492554,1.0301878452301025,0.26075366139411926,0.9798427820205688,0.3005602955818176,0.8850721716880798,0.31826847791671753,0.7980676889419556,0.32173144817352295,0.7187041640281677,0.2663271725177765,0.7851094007492065,0.28039443492889404,0.7191116213798523,0.295244961977005,0.7057781219482422,0.30278635025024414,0.7035134434700012,0.22878330945968628,0.7893884181976318,0.24060684442520142,0.7076795101165771,0.2530229389667511,0.7931482195854187,0.2531144618988037,0.8522549867630005,0.19185851514339447,0.8089151978492737,0.20983637869358063,0.7407485246658325,0.22329431772232056,0.8313812017440796,0.2193901687860489,0.8820362687110901,0.15479882061481476,0.8417741656303406,0.17478252947330475,0.7927049398422241,0.18865881860256195,0.859137237071991,0.18514490127563477,0.8998771905899048,Pen
0.21328118443489075,0.9464510679244995,0.23712696135044098,0.9204787611961365,0.26519057154655457,0.8684384822845459,0.280295193195343,0.8166848421096802,0.2858371436595917,0.7682480812072754,0.2787014842033386,0.8398358225822449,0.29615384340286255,0.786392867565155,0.30303287506103516,0.7610428929328918,0.30442890524864197,0.7365487217903137,0.2559668719768524,0.8359846472740173,0.2614830434322357,0.7879717946052551,0.25546392798423767,0.8014116287231445,0.24713993072509766,0.8080457448959351,0.23131991922855377,0.8387114405632019,0.23641572892665863,0.7965664863586426,0.23043516278266907,0.8265618085861206,0.2224164456129074,0.8437415361404419,0.20596686005592346,0.8429141640663147,0.22070062160491943,0.8075125217437744,0.22297543287277222,0.822899580001831,0.2187735140323639,0.8318553566932678,Pen
0.21800702810287476,0.9799726009368896,0.27318075299263,0.9289724230766296,0.31381577253341675,0.8304435014724731,0.3310975134372711,0.7376664876937866,0.3316539525985718,0.657311737537384,0.28077927231788635,0.7462627291679382,0.29794031381607056,0.6749653220176697,0.31444889307022095,0.6469023823738098,0.3245175778865814,0.6242803335189819,0.2488325536251068,0.7413666248321533,0.26462018489837646,0.6488379240036011,0.2741864323616028,0.7275537848472595,0.2709406018257141,0.7889326810836792,0.2157691866159439,0.7489415407180786,0.23641149699687958,0.6693570017814636,0.2463054209947586,0.7608144283294678,0.23741289973258972,0.8164824843406677,0.17913135886192322,0.7698954939842224,0.20411665737628937,0.7118849158287048,0.21648496389389038,0.7770880460739136,0.20962417125701904,0.8232758641242981,Pen
0.23006443679332733,0.9290193915367126,0.2720802128314972,0.9066447615623474,0.30036768317222595,0.8251129984855652,0.30866265296936035,0.7473251819610596,0.3109518587589264,0.6897757649421692,0.29002922773361206,0.7698259949684143,0.3013962209224701,0.7126201391220093,0.31234869360923767,0.7137809991836548,0.314453661441803,0.6986985206604004,0.25617533922195435,0.7606037855148315,0.2600737512111664,0.6914661526679993,0.2635059654712677,0.7530186176300049,0.2597624659538269,0.7931420207023621,0.22113724052906036,0.7614524960517883,0.23098832368850708,0.698476254940033,0.2375238835811615,0.767778754234314,0.23398365080356598,0.8080799579620361,0.18469646573066711,0.7704271078109741,0.20339734852313995,0.725128710269928,0.21146012842655182,0.7755565047264099,0.2079675793647766,0.8070518970489502,Pen
0.23243063688278198,0.9094136357307434,0.28401049971580505,0.8818709254264832,0.31840553879737854,0.7916691899299622,0.3319394290447235,0.7067703008651733,0.3364398181438446,0.6402587890625,0.2896263897418976,0.7259596586227417,0.3053732216358185,0.6674960255622864,0.322990357875824,0.6365013718605042,0.33470284938812256,0.6013721227645874,0.2588236927986145,0.7162063121795654,0.2741835117340088,0.641215980052948,0.2823391854763031,0.7106708884239197,0.27778175473213196,0.7599155306816101,0.22717703878879547,0.7215176820755005,0.2473614662885666,0.6488160490989685,0.2569001317024231,0.7351073026657104,0.24718113243579865,0.7838869690895081,0.1915680319070816,0.7382217049598694,0.2166222333908081,0.6954635381698608,0.22860164940357208,0.7592343091964722,0.22068065404891968,0.7984045743942261,Pen
0.23842647671699524,0.9038811326026917,0.28988754749298096,0.8717838525772095,0.325252503156662,0.7801098227500916,0.3382672965526581,0.6935939192771912,0.34203192591667175,0.6219298243522644,0.2985653579235077,0.7031959891319275,0.31346598267555237,0.6428338885307312,0.3294924199581146,0.6123830676078796,0.33907514810562134,0.5841478705406189,0.26889801025390625,0.6960915327072144,0.28435656428337097,0.6158756613731384,0.2917019724845886,0.6886996626853943,0.2866860032081604,0.7479643821716309,0.2382950335741043,0.7020189762115479,0.257830947637558,0.6311913132667542,0.2659309208393097,0.7174320816993713,0.25725364685058594,0.7729846835136414,0.20370391011238098,0.7191275954246521,0.22734226286411285,0.6708734631538391,0.23744066059589386,0.7351588010787964,0.23040997982025146,0.7810801863670349,Pen
0.25022003054618835,0.8857601284980774,0.30405744910240173,0.8439806699752808,0.3361366093158722,0.7557408213615417,0.3465127646923065,0.6718877553939819,0.3513847589492798,0.6004061698913574,0.3132134675979614,0.6828766465187073,0.3283987045288086,0.6238303780555725,0.34113839268684387,0.5925660133361816,0.3500044643878937,0.5653531551361084,0.28504690527915955,0.6750099062919617,0.29958832263946533,0.5985743403434753,0.30188074707984924,0.6685066223144531,0.2966702878475189,0.7294738292694092,0.2554008364677429,0.6770461201667786,0.27396130561828613,0.6113882660865784,0.2764018476009369,0.6933718323707581,0.26813024282455444,0.7496727705001831,0.22141635417938232,0.6900367140769958,0.2439972162246704,0.6434330940246582,0.2508228123188019,0.7022929191589355,0.24469409883022308,0.7471632957458496,Pen
0.267730176448822,0.8652001619338989,0.3191048800945282,0.8175662159919739,0.34661930799484253,0.7346547245979309,0.35513100028038025,0.6556390523910522,0.3590569496154785,0.5860346555709839,0.3255831301212311,0.6704990267753601,0.3405221402645111,0.6110137701034546,0.35323527455329895,0.5812539458274841,0.3604450225830078,0.556580126285553,0.2977485954761505,0.6630418300628662,0.30978861451148987,0.5858809351921082,0.3121422827243805,0.6578681468963623,0.30596357583999634,0.7162446975708008,0.26954385638237,0.6641945242881775,0.28702181577682495,0.5988996624946594,0.2900035083293915,0.6791919469833374,0.27990829944610596,0.7289105653762817,0.23731191456317902,0.6752321720123291,0.25847524404525757,0.6277897953987122,0.26593083143234253,0.6843499541282654,0.258760005235672,0.7244870662689209,Pen
0.27389684319496155,0.8589004278182983,0.3252559304237366,0.8117650747299194,0.35189467668533325,0.7312355041503906,0.361293226480484,0.6547152996063232,0.3683992028236389,0.5865375995635986,0.3293205201625824,0.6676920056343079,0.3443933427333832,0.6093372106552124,0.3570164144039154,0.577723503112793,0.36509349942207336,0.5521187782287598,0.3025735914707184,0.6611227989196777,0.3161749839782715,0.5879027843475342,0.3192347586154938,0.6527314782142639,0.31424686312675476,0.7083603143692017,0.27486199140548706,0.661858081817627,0.2930733263492584,0.5979228615760803,0.2965536117553711,0.6724414229393005,0.28731730580329895,0.7215138077735901,0.24340763688087463,0.671211838722229,0.2635349631309509,0.6215358972549438,0.27078765630722046,0.6750509738922119,0.2637355625629425,0.7160438299179077,Pen
